4000 30000
2855 3448 923096
581 3204 440464
475 2586 409781
403 2671 608227
1272 1917 643846
1147 2039 632054
511 3009 557849
1682 2050 472749
879 990 163130
965 3292 241940
2919 3819 853739
2367 3023 246319
1960 2832 979145
613 982 71548
840 2606 505816
1038 3752 983855
614 1092 351215
2941 3016 909248
42 3894 70238
3525 3538 355202
1817 2808 51373
1174 3556 262395
5 1876 16706
969 1373 733688
921 1808 352293
3090 3197 384396
289 2945 221009
2512 3581 728024
3761 3975 768270
2351 3851 740159
1553 1667 630966
926 1574 880139
3673 3801 444496
732 1174 217464
2420 2446 323624
1535 3065 406820
831 3813 615460
822 3343 507393
1199 3455 555367
1805 1821 471569
1980 3709 981587
946 987 939160
1011 1437 623313
1742 1933 496838
513 3750 631283
3374 3577 565170
2546 3389 766000
563 2007 617694
1400 2113 513148
285 1119 555304
688 2264 583013
2275 3561 163999
997 1787 77009
1100 3282 338751
2290 3031 715615
1574 2756 527192
1653 3096 706932
1096 3659 475846
1410 3143 78310
643 2880 282594
3567 3948 828857
2193 3313 380769
332 3312 785766
673 1783 37399
73 3776 836781
1998 3392 23888
1093 2936 5540
2220 2540 913551
1682 2067 738960
377 2325 69840
2624 2972 377758
181 1936 644303
951 1247 808634
2271 3069 10416
820 2047 262840
1601 1790 680837
725 1489 345929
2944 3381 540469
932 1010 882150
245 1739 916826
1062 2437 683449
195 1594 281384
850 2896 390982
1484 1964 605605
253 2783 747651
735 3093 565440
2575 3931 102516
1860 1956 549459
2681 3239 414821
1184 3483 776911
1919 2010 401972
1812 2466 667917
3315 3548 922813
1151 2883 985128
488 1403 892263
491 847 480997
777 1931 807924
799 2989 362231
2021 2258 57469
1431 3204 665304
1566 2342 739222
666 3377 206039
584 2924 677354
1806 3397 994504
525 2645 684258
788 3135 493104
1417 2138 618233
2062 2215 405573
645 825 395593
2114 2255 503149
949 3418 128714
1614 2993 472090
1032 2549 847365
1945 2738 645523
1594 2822 472167
2204 3961 591302
2450 3661 601070
511 1894 571285
1507 3819 84109
3621 3764 70715
2913 3390 791663
2734 3627 165277
69 118 375825
2855 3435 346122
449 958 61295
1477 2652 897255
1131 2664 367705
557 2202 280567
727 1487 998074
491 1948 94046
663 3755 233787
327 3382 156521
1956 3802 100990
2133 3236 711844
545 607 532644
1902 2022 247648
3152 3510 866311
1353 3567 523220
134 3191 623946
1138 2560 596788
958 2153 944895
2746 2831 280628
1138 3619 592429
609 3270 244017
229 805 364561
1450 2482 458934
1450 1991 118438
1557 3761 944142
2043 3333 507333
602 3632 924822
772 1912 750974
657 1667 293804
627 2295 751293
1235 3077 466563
2391 3094 851143
192 3655 933624
1641 2942 643967
1380 1754 833523
1086 1522 331917
1069 1207 620871
1841 2030 310782
1356 3507 151790
2154 3513 300416
1230 2806 374002
323 1721 84392
329 864 480584
2841 3622 326576
1353 2808 972329
683 3227 973767
433 953 954835
1824 2814 545027
522 606 172886
34 396 119039
1164 3191 8620
1264 3166 569294
2127 3558 681974
494 1319 805596
478 3071 574948
1513 3752 934174
1519 2465 906959
288 707 901772
1245 1734 702293
1992 2620 118678
2011 3155 902221
2631 2672 519484
2581 3925 337962
1900 3075 291281
2497 3496 56110
2248 2796 949622
119 971 820086
825 3930 804725
2054 2910 697969
700 1530 684312
3378 3540 547818
1951 2523 662489
1435 2447 629070
698 3398 444496
193 3031 918992
3141 3341 541239
311 764 801357
592 1202 170533
1928 2645 677443
249 3696 11324
562 3426 774863
732 1376 9385
2811 3222 284184
644 2560 764881
1140 1942 773426
132 1082 884766
1723 2197 549428
3433 3751 158019
1678 1966 645015
1926 3761 712711
2839 3085 996136
2301 3571 913863
3144 3686 952673
222 3787 999584
926 1104 829525
1409 2530 14959
3483 3648 505507
1076 2915 121257
1233 3447 183286
814 993 873212
430 1877 424402
2013 2730 351972
229 2767 351115
1254 2989 567253
444 839 412178
2716 3325 353938
2027 2972 417421
399 3535 920335
197 1144 65919
431 1010 15264
1995 2887 779693
1251 2397 650422
1479 2722 669540
1837 2733 88528
1443 3923 221323
1621 2990 808647
1017 3912 767970
903 1333 132368
2020 2046 608916
2828 3940 809926
822 3204 997164
3249 3571 650414
1671 2292 716245
480 3211 147329
92 1922 943251
1415 3895 966240
2415 3806 747608
1138 2385 276510
3106 3157 706908
22 3448 705735
2300 3003 662557
2251 3464 518127
2231 3921 624418
2476 3484 365249
2157 3927 275171
1408 1693 799065
107 4000 290870
2844 3961 684359
471 2301 899867
2674 3379 3315
974 1115 42669
24 789 764920
2503 3019 853192
1846 3273 977027
2 522 224953
1761 3693 850998
2113 3110 147456
2073 2332 882299
2691 2895 736951
2626 2911 287625
92 2226 376950
115 895 2090
2167 2969 297109
2241 3360 527306
387 2762 807308
1693 2807 629420
691 2268 443532
147 600 29956
2799 3642 148851
2552 3750 23476
1129 3727 359567
1029 2376 336033
542 3120 471001
581 3901 905241
640 3887 520354
2332 3547 591512
968 3022 917780
852 3168 822731
2318 2809 990724
2420 3660 805276
2498 3488 818756
3407 3527 41131
2998 3440 270025
2441 3578 325925
34 3816 734916
388 3363 689247
253 682 556268
1533 2385 999788
341 1116 902105
352 3840 516524
191 1468 647022
225 3597 186900
1708 3036 621897
1828 3733 281826
1861 2011 177641
927 2601 149355
2175 2853 310036
1589 2795 135921
2583 3056 624261
1041 2895 472965
715 1565 189155
939 1291 648752
3350 3839 704139
2088 3083 309967
266 1445 404179
2260 2371 990779
897 3615 693983
2004 3692 431571
1925 2274 542626
2538 3314 17873
1231 3855 178939
1011 2521 844581
2115 2712 55930
799 2606 83012
925 1417 284456
1105 3676 395179
236 3290 588075
1293 2572 452118
2495 3569 470744
1474 2107 546057
1961 3347 743639
2638 3323 194160
1789 3219 600871
747 3149 102021
1671 2514 979437
2775 3322 927112
2853 3011 610754
1934 3281 340398
428 3399 251967
1901 2143 2425
553 1599 64737
192 236 144412
2704 3806 406552
3307 3927 555298
1949 2172 416969
1738 1845 912095
698 1203 31457
309 3978 985390
707 3376 721818
1026 1871 299718
2423 3803 253317
541 2966 277904
1305 1670 218062
1596 3857 613368
3508 3896 579539
477 1986 433735
924 3540 538432
382 3848 30761
554 1772 330137
1932 3942 940007
1734 3661 922781
1330 2626 505746
3234 3930 399415
139 1296 237363
3016 3646 121610
474 2907 547947
643 1397 443486
1778 3427 935333
2189 3902 880239
326 3843 530170
685 3855 403903
1184 3818 82529
770 1564 226810
1332 2417 726948
1433 3047 170945
657 691 459418
957 1685 537167
443 1112 919296
129 3300 591197
720 3977 307392
1013 2890 851246
830 3145 992430
2026 2393 41551
837 3724 183967
137 3122 65751
3435 3779 266442
1087 2853 252478
372 1881 529589
2009 3669 644888
2866 3080 961216
1969 2258 902228
1466 1857 907057
2287 3491 997802
679 3838 573877
157 1168 388999
602 1909 81129
703 3806 198215
178 1181 700095
3123 3846 38456
363 3063 93535
1321 1580 911856
3177 3808 897321
1815 3218 165163
1372 2004 942194
2512 3249 955361
600 772 408314
1729 1826 244119
296 3359 32648
744 2481 660493
2843 3552 751556
422 1087 613228
582 1295 96756
2968 3799 710922
132 1170 497277
770 2678 639788
1370 2391 720560
2705 3450 522385
3176 3746 297743
489 3825 92575
40 670 35418
578 1478 120191
2158 2773 732772
2092 2914 812922
2188 2575 358443
1252 3465 459565
3254 3642 988934
2698 3814 60383
1874 2551 872128
295 2050 156968
1222 2719 953359
640 3649 354837
832 1806 305961
720 1956 704052
2907 3231 230627
1674 2724 827878
1239 1977 483872
2142 2525 90569
692 2909 924794
1338 3389 502843
710 2560 517914
2069 3551 721562
382 1258 243367
2690 3219 696438
1920 3624 791697
2251 3593 26420
1184 2481 556748
2353 3708 586889
1275 2968 155580
2069 2709 593270
1265 3418 959829
1838 3531 323379
1093 3096 804113
812 2314 134802
1603 1937 161073
539 1652 725017
72 3020 286200
820 1724 866260
61 3350 525579
1771 3641 136287
911 3387 888056
1092 2917 217894
361 824 513341
937 1172 47654
91 3126 73943
777 1164 822833
1200 2181 605852
734 2371 455928
2431 2994 463629
925 2424 37399
1213 3686 712785
1130 1621 524053
1953 3515 676413
856 3241 445937
863 3331 529062
846 3158 750191
1991 3026 135742
111 196 726113
476 3456 140895
105 381 19318
1857 1945 987356
2994 3565 488485
3048 3432 362437
639 3461 929677
1750 1853 841359
1010 2813 742204
1356 3353 873581
1098 3548 521692
23 3211 69147
459 479 557879
2335 3777 607823
1329 3485 623388
728 3970 855171
188 2407 783809
436 1938 489662
1102 1795 563023
351 2809 310375
1933 3906 370274
3469 3977 198648
1124 3927 259127
55 3356 105461
3179 3540 483141
2919 3861 399868
2090 2268 48408
2252 3055 874697
266 850 407798
1200 3289 946958
2017 3484 78863
291 3460 78683
936 2940 570961
291 2419 91368
232 3469 627259
2740 3374 667119
1181 3594 89738
2 3432 824793
2699 3697 229994
2849 3338 47545
1706 2159 151029
1375 2348 578488
58 1639 915423
57 3372 719713
289 2740 115534
14 2351 242625
1470 3607 439805
3209 3961 7237
2 3011 467285
1996 2212 382974
370 1541 581031
922 1744 915379
2154 3411 101017
1525 3186 397074
616 2900 941714
2786 2966 701727
435 1411 109685
1216 3643 697645
805 3996 856656
91 2343 27219
3417 3884 123588
449 805 257332
567 3828 23485
1197 3753 509361
2623 3004 289976
337 2141 25293
2416 3551 866079
102 1118 385722
1923 2099 958069
2365 3107 780412
2133 2326 416647
2267 2581 17803
2760 3599 678722
309 3436 798474
797 2931 645829
3125 3620 819969
770 2035 79871
2488 2849 348988
923 939 667262
397 2993 501978
2723 3757 236111
756 989 967043
939 2559 610155
726 1633 266463
107 1874 849393
1350 1936 333364
2119 2257 903751
967 2128 670238
1890 3117 879528
1234 2731 871925
710 1342 190999
1173 2097 960339
568 1007 953629
2640 2723 194354
1186 2746 708227
1034 2932 301576
296 3642 516046
47 1770 185012
1238 2638 243253
2518 3968 648838
1029 2443 182179
1794 2553 776275
2485 3121 481634
114 2195 944273
2820 3733 995370
2664 3047 280755
975 3311 620397
1373 3710 94166
2347 2738 567403
864 2343 223722
3182 3659 565103
1713 1804 827655
289 2341 11127
754 3975 209322
248 3574 205054
2972 3970 364069
299 726 19731
1123 1671 559440
408 3641 686138
2751 3044 763002
2284 3118 211012
221 3996 221167
2336 3877 237455
2310 3004 246209
678 2909 958134
2084 2879 565105
2505 3604 401403
1078 2237 983074
718 1677 527833
113 3816 762583
3170 3230 368866
2534 3451 45214
3327 3701 51549
1509 2682 902211
70 3712 25119
1795 2204 448349
300 3309 936304
713 2536 109381
139 564 94450
379 3972 942562
2908 3900 393792
126 2433 13242
1340 2486 144920
1242 3994 799953
415 3453 187664
924 2618 545811
1274 2278 238462
1578 3342 285349
3312 3480 245912
1762 3804 322643
677 2711 278542
2469 3188 357327
63 528 780164
1335 1769 268157
1288 1573 132923
1305 2496 783540
121 3116 817817
1578 2051 637159
1362 2927 740990
1191 3475 140793
151 3834 631855
2729 2971 99395
408 3033 555922
367 572 602042
1081 2007 139966
2004 3311 678461
1896 2778 698582
65 707 136632
1576 3985 618345
1175 2567 721819
1361 3712 422322
441 3920 597292
1200 3315 292677
2123 3237 653395
1631 3555 479401
1597 1910 991063
410 3805 217840
2992 3869 430898
1797 3976 882882
363 2321 852409
74 493 662121
3167 3993 590561
811 3307 544112
1488 2895 270234
877 3236 69788
2637 2825 75697
1701 3235 71501
2578 3893 907721
2554 2792 221517
1226 2026 270231
2070 2435 194657
556 1588 143001
2399 3469 214660
238 3581 481906
1815 3473 546783
2462 3955 581959
162 3652 233193
406 3505 231771
3549 3579 230676
1448 1927 848253
713 3680 806323
1621 2689 559910
1089 1690 222660
350 1022 87250
2609 3188 290722
1392 3143 345183
2794 3351 241696
897 2651 714454
1020 2229 678002
3676 3696 47928
3355 3949 192993
2395 2624 742613
85 2887 803701
786 1899 953074
1149 3394 428262
1137 3872 815404
840 1407 706549
1736 3104 173199
1558 3107 639427
2802 3912 843103
193 3102 570809
1186 1726 17204
964 3799 841640
2862 3852 742425
11 927 234171
234 1541 347307
945 1640 696498
1095 3494 998585
1046 3004 1691
473 3268 936492
3812 3928 683946
997 3090 534023
646 1147 562986
1350 2286 26199
1063 2628 978209
168 3234 258794
1112 2894 696786
958 3744 50232
2330 2355 517236
21 2827 324855
866 3107 4666
812 2548 266014
2835 3193 851512
1830 2173 81213
372 3244 391841
2478 2934 728008
1723 2080 421472
1466 2866 178781
147 1099 173135
520 2687 560313
1385 3894 699771
560 2548 162318
1734 2926 481510
258 2438 531691
629 3651 538935
3492 3914 253764
1994 3853 23486
1211 1677 577303
810 2661 913802
1699 1945 518321
1592 2610 360057
2151 2382 606604
700 1428 824689
2563 3865 60946
2254 3868 857926
1189 3711 710192
2953 3563 876537
1591 2791 570099
95 2400 324760
696 2249 690458
570 3306 992050
627 2039 750552
2738 3583 231980
624 1300 804196
1922 3906 32063
1094 3848 823774
47 2392 423688
2837 2929 253279
1029 3283 524030
1531 2141 892726
951 2100 952383
1001 3078 886421
3012 3906 373510
238 3635 895162
434 1556 983067
850 1756 692512
147 624 244558
312 3428 211747
808 1943 655029
1974 2948 520912
3052 3898 811363
1251 3435 886441
1508 2208 385452
70 2097 133087
2882 3232 706642
2651 3731 996749
706 3164 680896
74 1370 184675
3312 3821 45482
1637 3203 620781
115 688 601030
474 3478 494632
1919 3033 568491
3103 3724 54587
1163 2686 273469
1689 3805 257199
852 907 862257
925 1803 479626
1098 2478 878937
300 312 100574
766 1445 553613
243 2475 674087
1460 2514 897471
1951 2237 564573
539 3399 119611
2360 3555 29299
461 3911 502502
2168 2615 783778
1444 1794 84875
1084 2107 93526
2010 3551 814291
2378 3975 58534
2414 3837 229047
2139 3886 227635
459 3029 187385
70 1388 331291
1651 1721 656104
223 3818 359070
2 1964 108514
877 3399 982620
1408 2404 118523
695 1382 600900
3581 3796 957088
33 980 755578
491 967 534607
352 913 83994
2633 3996 693644
100 3208 225814
3170 3209 160129
36 437 375527
2840 3009 5286
1532 3887 603019
2784 3819 359166
224 799 171198
1765 3802 603689
2409 2469 808953
2464 2756 299937
752 2915 579144
2436 2918 430352
2824 3047 971141
1832 2926 745980
212 3715 118218
2850 3232 146389
2398 3425 543187
1597 3226 85303
1638 1987 960123
1094 2591 982586
1845 2528 357852
1115 2025 412288
161 729 803463
3087 3870 481294
2203 3298 113360
773 2881 784209
1279 3162 483633
2349 2875 967210
5 512 253196
128 3454 458289
2333 3067 792486
357 919 481600
1438 1559 202112
1022 1307 329550
2668 3509 869200
28 282 424080
589 3443 869710
222 2144 860936
2500 3785 1447
981 2627 649252
1693 3623 71585
109 2964 880293
874 2061 505730
525 1896 919037
915 2076 898897
943 3276 563530
1883 3708 59325
1419 2105 929468
1889 2355 291967
155 3221 106945
1407 2843 840638
1344 3303 399953
1715 1990 680826
2240 3720 3073
667 3109 364340
294 2359 845282
1 1889 295516
1214 1771 165972
126 3034 423860
632 3353 871433
2299 2390 450627
3289 3734 470282
2075 3242 928348
420 2146 510587
1255 3494 95605
186 3965 519898
1820 1853 723899
1336 3419 93669
2452 3309 490146
1805 3521 914777
455 2954 533167
1934 3743 933252
216 2984 995326
564 3755 741471
3504 3600 607077
3109 3785 491041
1604 3008 473246
2940 3259 96664
928 2248 323467
1768 3075 445623
1074 1852 570077
3007 3371 53819
623 3222 813154
137 3949 528909
1421 3640 720508
850 3101 268645
2108 3892 502248
1366 1490 233187
2154 2645 143786
1973 2071 141554
275 3597 646979
1674 3645 77985
268 3846 937558
568 1000 154046
2261 2340 238038
3122 3190 285138
3081 3767 331597
570 2367 101314
3075 3555 687958
1047 3693 614381
995 1599 762655
578 3021 182299
2563 2866 322918
217 473 663486
2520 2830 978177
558 1951 841366
1696 2069 776798
435 1645 257719
341 2959 380793
34 3269 502192
1632 1650 67538
305 2210 130558
1124 2957 777775
1949 2227 822344
468 2065 793173
243 1025 443475
1609 3072 525543
1068 2408 57977
26 127 790318
1273 3646 382703
1296 3817 460334
1952 3355 702895
1260 2266 188371
41 3487 854319
1551 2385 854786
2145 3910 944162
106 3385 407585
928 2865 576652
3258 3343 69029
615 1928 572674
631 783 701969
138 965 252273
213 2403 889532
584 2795 453018
1532 2903 638921
1441 1689 909065
1178 2203 621170
1788 2457 552034
2066 2792 959377
3821 3993 740343
623 847 397126
1940 3169 513615
2152 3442 220369
974 2735 295163
1989 2345 593046
29 1266 390839
2231 2683 648368
206 370 374824
240 3161 660890
3333 3969 813234
179 665 181857
2143 3347 776148
3140 3758 782651
114 127 389737
2458 3642 451725
75 1041 339753
2757 3880 997983
248 2962 350352
3424 3554 489864
314 3874 969196
538 1549 393726
2680 3758 465425
258 2789 436564
2909 3267 713029
646 3261 747838
301 371 179912
124 532 951021
779 2459 165982
554 1163 925887
1220 3027 673761
575 3120 182650
2653 2877 849682
430 3134 188470
995 2394 935737
2376 3039 419349
2215 3409 199649
2479 3884 700180
1500 2694 569310
3835 3856 181863
1722 3234 715082
160 3835 982201
2486 3164 681429
520 3594 588914
940 990 487307
1079 3315 766345
428 1881 394105
360 429 710340
609 2211 713033
1919 2045 785240
119 135 416825
305 3217 93336
1771 3142 208500
3200 3661 744093
115 1003 653032
2433 3422 648346
2120 2861 510579
577 3641 903290
250 2918 777500
303 2520 331897
1896 2654 492367
2223 3073 932671
410 3993 351813
910 3192 115825
1003 3658 896827
2387 3432 663260
1551 3085 834472
1664 2479 610112
954 1748 206713
2403 2807 677233
650 3056 236238
3722 3775 82460
131 446 714452
611 1392 329996
437 2746 1653
1132 1616 733084
217 876 806986
2232 3348 617465
1813 3538 907564
526 2344 873966
1751 1759 334615
1525 1998 222689
810 2322 115171
3263 3285 220563
73 1259 315660
1688 3264 20792
349 2916 533360
2263 3687 847591
427 1504 383128
953 1069 433823
3035 3063 331573
1412 2003 601449
1044 2222 659771
215 1836 407407
1130 3446 927479
791 2709 633166
1935 3057 704081
3096 3295 974696
599 3238 571474
1667 2719 668426
542 1054 491841
468 3408 245252
451 2269 43825
665 2392 85660
1795 1799 217105
1278 2937 439814
871 2797 3222
165 3230 714317
2278 3754 706916
1753 2472 404934
2179 3366 165987
185 2020 357394
2453 3625 718196
845 3450 330861
1463 2643 965007
2568 3921 419943
2734 3069 232813
2298 2309 453329
576 978 929082
2328 3894 75906
858 1181 811271
3230 3520 499455
915 2854 741907
2655 3463 714751
117 2324 341746
3037 3683 34018
2122 3626 941086
430 791 283383
1760 2120 68310
2005 3555 834637
3185 3461 283495
2705 2732 423076
2539 3971 465929
798 3433 4935
2109 3902 93052
1648 1791 496440
1769 3666 138561
1104 2559 55343
839 1031 961102
585 1150 595458
397 3787 330643
3480 3634 881699
2018 2710 89669
991 2815 705453
1927 3068 543561
715 3331 601704
732 3771 783472
1835 2684 354382
2027 3026 251412
175 3481 436348
313 2940 468744
1935 3947 676223
3008 3634 74592
1303 3999 405759
2277 2756 900826
1607 2670 417893
374 1377 474624
60 198 44811
2439 2580 411836
2271 2345 160362
1562 3045 608674
3496 3790 556620
365 3481 459980
783 2958 268330
717 3891 986606
1543 2912 224212
3285 3436 993940
2413 3834 434351
2765 3576 117141
1461 3764 3412
126 506 204973
295 800 568821
1011 1773 460301
1753 3968 485436
684 2083 349678
1041 2579 596589
1253 2366 344225
1130 3545 892410
705 1896 79174
820 3038 188635
945 2802 173492
127 2097 986138
948 3869 819148
1602 1973 747116
55 3038 692151
1068 1095 555081
2009 2699 237447
2234 2595 762928
490 2644 659985
2170 3879 856804
2680 3157 30101
649 2807 272197
106 2787 172417
1707 2288 674389
1096 1404 562795
1907 2163 824241
171 989 199291
2436 2756 681885
1364 1751 222726
1349 3921 938957
2506 3429 317636
430 607 112794
1156 3568 376900
1573 1855 602958
314 3258 760054
1165 3461 230568
54 2505 611091
940 3697 245846
1934 2655 59949
356 660 616221
2861 3617 619649
1606 3467 276430
974 2400 539998
2898 3652 745852
2963 3563 157462
3023 3369 466978
2289 3428 229482
1380 3476 198773
1409 3579 621427
2068 3528 190134
2037 3749 728994
3642 3750 300812
181 2393 177785
531 2397 48682
1711 2383 620596
197 1079 423618
3175 3367 347397
1009 1099 74872
677 3782 804280
556 1562 274700
656 3696 425088
405 1043 573081
937 1855 347825
1467 3993 126221
202 675 60283
398 1272 877361
1242 3925 357080
933 992 594178
216 1067 350854
849 2980 203409
2675 3549 284416
989 3717 697172
1924 2070 718109
1895 1916 919927
469 2942 48480
565 752 744878
2114 2159 25154
3150 3194 86086
1372 3365 675504
565 578 898483
113 339 461510
755 1453 93578
1927 3522 95501
388 1417 161416
668 1885 372710
1148 2636 317274
749 2026 451432
294 3532 638933
1971 2017 438298
1475 2594 719214
311 3284 723679
38 1821 393131
2317 3399 300653
2704 3253 794069
669 3371 515953
519 1379 42940
2896 3006 736041
2428 2438 952334
398 1372 318703
22 2224 669648
2534 3236 724932
354 2915 768969
47 105 15285
1052 3357 698341
377 3121 221711
2108 3426 666581
1113 2718 777829
2759 3550 64256
1273 3446 161005
1646 2149 227228
1234 3797 194114
148 1081 490467
546 2403 758923
1597 1688 62279
381 1069 594656
846 2093 728763
1026 3564 781875
2322 2855 721776
2119 3463 187401
267 820 617046
401 416 246279
1496 2515 798779
250 1334 667676
258 1938 153625
2537 2670 50693
1114 1545 907539
2140 2308 767102
535 1346 881775
809 2664 203894
1980 2065 568512
2380 3463 645279
894 2095 159127
1226 2580 395376
902 2837 885665
1725 2527 328335
1221 3622 461448
1112 2281 951587
566 2816 609285
1831 2341 982445
247 2587 748424
61 3100 650804
379 2155 400049
3380 3858 486628
282 3235 185816
900 3160 559893
732 1235 719866
1843 2684 878146
2623 2760 849313
1453 3908 355143
39 2353 615741
3130 3490 731802
221 1934 465956
78 2335 649688
1316 3312 434321
564 3484 973480
1798 3377 834212
833 3595 440406
1742 3456 559166
3055 3715 588618
2420 2551 249008
1549 2292 592498
2094 3834 297070
403 2168 489147
2091 3483 596811
412 2967 989374
2244 2695 511523
456 2290 108356
383 1215 764163
381 3437 571877
1351 2339 546648
631 2359 920548
3076 3209 344381
279 3478 250901
1779 1920 610383
2331 2942 157701
316 575 936396
1382 3839 699037
195 2596 807419
710 2976 627207
678 940 513546
3389 3588 598528
137 2597 97603
870 3228 993081
1358 3771 451000
299 2155 905683
208 966 330609
604 804 559990
1351 3993 550586
2060 3412 377913
2972 2999 146943
518 2939 590331
3046 3427 333279
296 649 156506
67 2082 98215
1435 2573 722513
2780 3470 51478
2079 3736 596634
80 2069 949984
1007 3844 908395
2815 3273 43746
2216 3332 902684
547 2729 922110
1826 3729 962757
1811 2685 242823
900 3597 921747
3066 3766 640879
1144 3244 336614
3564 3878 257045
571 2214 176888
2962 3843 239702
2410 2708 475385
1744 2956 966113
206 1133 325842
2963 3817 64004
1069 1787 147952
834 3886 967017
77 765 884512
307 1731 460427
2777 2872 245349
2185 3665 133543
892 3720 271952
2987 3105 250907
1219 3192 436392
2155 3413 952208
293 3769 929276
178 3721 90109
943 3090 2538
2673 3954 263196
381 1801 822067
1731 1818 620252
1537 3274 701495
641 3579 484834
2211 2838 376025
1975 3230 854179
1743 3439 678471
1067 1463 287001
904 3529 287943
857 2419 566967
1238 1615 381120
34 3320 390937
638 2945 352473
2134 2523 257465
1361 2968 72028
590 3345 122002
380 1877 987745
700 1799 333559
1327 3701 126463
3745 3996 767319
1711 3316 232908
436 1744 252227
2382 3725 475172
550 867 173694
186 2015 631406
2395 3530 768348
398 1406 536727
495 2106 414877
2158 2406 460203
869 2154 224299
541 1469 454009
1449 2256 4105
1980 2029 978486
1201 2529 111352
895 3247 887537
3006 3290 199418
39 3354 384824
81 885 671281
3290 3311 345790
511 3514 696295
166 1403 289763
2527 2851 56370
1231 2632 870701
1470 2783 85229
822 2382 506476
711 1387 690117
130 740 758155
1172 1306 731039
482 939 458680
348 2729 551190
865 3025 808592
1140 3391 463795
1511 2375 285377
212 3844 232160
1018 1794 510541
270 1728 751927
1857 2387 724666
894 3162 998189
100 285 954671
2965 3181 87018
2205 2508 652234
3344 3452 71624
1206 3599 898350
977 1770 594546
1137 3563 271563
184 3678 333290
2922 3957 495499
975 3815 143012
99 3164 463464
1835 3415 802644
1205 1922 373200
1439 1726 464895
1324 1416 134101
118 2300 284222
2664 3436 484136
2227 3465 240319
3421 3870 759240
395 3721 315406
2733 3911 639856
2097 2549 191270
1193 3302 553544
1092 2745 535269
2859 3641 116592
2094 2977 99244
1992 2316 682679
219 2452 926496
440 3123 66268
160 2363 343015
2121 3244 754925
1793 1977 773021
1247 3337 674
2082 2791 90118
2074 2412 629328
167 3357 304
2482 2601 830296
1285 1632 390866
128 407 531657
2397 3121 231816
1241 1764 183411
689 3217 817203
815 1710 484892
2737 3958 43325
855 2721 957398
2077 2183 393916
677 2840 120749
1488 2309 622033
706 2788 170791
363 1536 9911
531 3299 487503
3942 3987 210719
1498 2049 919885
785 2390 652194
1715 1991 942915
525 3465 424991
1381 3716 197668
1555 2130 976328
163 2260 171115
2622 2954 364651
1217 3504 899949
720 3446 48288
943 3791 66336
3676 3684 987472
223 1398 901814
862 3138 438690
481 2242 598406
723 2149 243960
885 2829 766220
190 2297 213193
1406 2948 333049
2477 3249 276494
2267 3537 409788
2225 2294 701471
2049 2516 711220
2005 3863 880081
2486 2554 634674
986 1312 95748
1272 3815 368984
2111 3844 625173
1390 1410 906930
658 2439 701758
547 3285 704024
1073 3123 382669
1172 2896 357185
1386 2116 603189
291 2549 62026
1575 1602 415012
1323 3226 154826
2307 3069 485288
458 3832 771049
3114 3248 395706
872 2532 956604
896 3956 520079
2851 3917 557250
966 1102 518987
644 3514 811278
1440 2670 548879
2034 2762 492104
1212 1420 923525
1251 2500 539982
716 1549 223582
1587 1608 218113
2564 2834 966069
2643 2751 168919
204 245 54237
1199 3233 502102
221 2511 663542
2254 3390 150655
3466 3847 332427
2317 3372 317677
218 3706 78745
2177 3288 768331
1092 1402 639517
3735 3823 558619
1094 3979 882822
3331 3563 248021
1786 2073 716241
1328 1815 218846
335 2013 394311
762 1384 276980
1441 2792 605197
729 1537 323725
2220 2482 872816
1737 2656 288902
356 3749 129233
3432 3531 912795
1217 3552 450868
145 2896 325034
2991 3230 511046
1655 3992 448781
2635 2783 678221
184 671 939301
261 2890 450134
979 1077 176789
1686 1980 804538
1216 3213 903969
360 1119 493537
1615 3580 720432
606 614 251661
12 2612 936004
1145 1598 91138
2133 3367 795808
2393 3020 851050
1155 3821 380028
1800 1944 457713
1364 2834 483281
1724 3155 188399
692 1655 322014
1124 2269 102971
1138 2632 925582
1142 3777 583179
281 3143 713663
441 2514 608055
3491 3668 171875
1612 3871 694027
445 1585 303742
1218 3952 913817
643 1617 491472
2119 3983 361740
2954 3256 584723
749 888 576499
419 1381 47993
1822 2082 938507
1664 2137 698174
1535 2365 20137
392 3471 708934
486 688 184885
2304 2656 457879
1776 2639 731997
1592 3868 291604
591 2832 72705
1091 3250 650085
1332 1436 852258
3820 3943 13922
2184 2470 547808
2607 2927 395278
3413 3893 72317
1130 1716 250972
3010 3843 285962
3359 3710 763906
652 2964 126737
1742 3669 473986
2106 3530 35669
2365 3472 903489
639 2293 282024
447 1252 865303
77 1144 440715
394 2274 954782
1283 3718 898976
993 1681 118685
1939 3956 231336
676 3976 813430
2434 3014 912959
798 2684 984782
1436 2525 727075
549 1882 192678
1852 1958 57821
2703 2919 56446
2053 2420 130080
452 1029 527073
66 2742 55380
3755 3769 787708
1185 2783 374141
1818 2496 666938
694 3630 712725
1594 3057 542958
3735 3798 552915
1557 3068 363969
1121 2355 710740
436 2501 879192
2567 3509 182285
2321 3241 714054
2949 3857 464836
1090 2352 503005
380 2333 732050
1105 1390 917643
63 1124 441440
1330 3032 260508
1299 1387 845980
40 2174 580480
1682 3584 99046
922 1869 665718
223 3923 577574
1111 1312 780277
468 1692 258610
518 3148 255999
2514 3563 965122
306 892 476506
814 2543 330244
2934 3146 656417
2517 3627 498450
737 3025 911723
